id,value
Product_Title.Nexxus Em.two_Purchased_Title,
Product_Title.Nexxus Em.two_Purchased_Title.ApHogee I,1
Product_Title.Nexxus Hu,
Product_Title.Nexxus Hu.one_Purchased_Title,
Product_Title.Nexxus Hu.one_Purchased_Title.Arm & Ham,1
Product_Title.Nexxus Hu.one_Purchased_Title.Centrum S,1
Product_Title.Nexxus Hu.one_Purchased_Title.Nexxus Co,1
Product_Title.Nexxus Hu.one_Purchased_Title.Nexxus Di,1
Product_Title.Nexxus Hu.one_Purchased_Title.Nexxus Sh,1
Product_Title.Nexxus Hu.one_Purchased_Title.Nexxus Th,1
Product_Title.Nexxus Hu.three_Purchased_Title,
Product_Title.Nexxus Hu.three_Purchased_Title.Alba Bota,1
Product_Title.Nexxus Hu.three_Purchased_Title.Avery Tex,1
Product_Title.Nexxus Hu.three_Purchased_Title.Nexxus Di,1
Product_Title.Nexxus Hu.three_Purchased_Title.Nexxus Hu,1
Product_Title.Nexxus Hu.three_Purchased_Title.Quilted N,1
Product_Title.Nexxus Hu.three_Purchased_Title.SlowMag M,1
Product_Title.Nexxus Hu.two_Purchased_Title,
Product_Title.Nexxus Hu.two_Purchased_Title.Clean & C,1
Product_Title.Nexxus Hu.two_Purchased_Title.MAM Glow ,1
Product_Title.Nexxus Hu.two_Purchased_Title.Nexxus Co,1
Product_Title.Nexxus Hu.two_Purchased_Title.Nexxus Em,1
Product_Title.Nexxus Hu.two_Purchased_Title.Nexxus Hu,1
Product_Title.Nexxus Hu.two_Purchased_Title.Nexxus Sh,1
Product_Title.Nexxus Hu.two_Purchased_Title.Suave Pro,1
Product_Title.Nexxus Hy,
Product_Title.Nexxus Hy.one_Purchased_Title,
Product_Title.Nexxus Hy.one_Purchased_Title.Amplified,1
Product_Title.Nexxus Hy.one_Purchased_Title.Kettle Br,1
Product_Title.Nexxus Hy.one_Purchased_Title.Nexxus Hy,1
Product_Title.Nexxus Hy.three_Purchased_Title,
Product_Title.Nexxus Hy.three_Purchased_Title.Fellowes ,1
Product_Title.Nexxus Hy.three_Purchased_Title.Frontline,1
Product_Title.Nexxus Hy.three_Purchased_Title.LOreal Pa,1
Product_Title.Nexxus Hy.three_Purchased_Title.OralB Gli,1
Product_Title.Nexxus Hy.two_Purchased_Title,
Product_Title.Nexxus Hy.two_Purchased_Title.Crest Com,1
Product_Title.Nexxus Hy.two_Purchased_Title.Dreams Th,1
Product_Title.Nexxus Hy.two_Purchased_Title.Nexxus Di,1
Product_Title.Nexxus Hy.two_Purchased_Title.The Black,1
Product_Title.Nexxus Ke,
Product_Title.Nexxus Ke.one_Purchased_Title,
Product_Title.Nexxus Ke.one_Purchased_Title.Nexxus Dr,1
Product_Title.Nexxus Ke.one_Purchased_Title.Nexxus Ke,1
Product_Title.Nexxus Ke.three_Purchased_Title,
Product_Title.Nexxus Ke.three_Purchased_Title.Advil Liq,1
Product_Title.Nexxus Ke.three_Purchased_Title.Nexxus Co,1
Product_Title.Nexxus Ke.three_Purchased_Title.Nexxus Ke,1
Product_Title.Nexxus Ke.two_Purchased_Title,
Product_Title.Nexxus Ke.two_Purchased_Title.Nexxus Ke,1
Product_Title.Nexxus Ma,
Product_Title.Nexxus Ma.one_Purchased_Title,
Product_Title.Nexxus Ma.one_Purchased_Title.NEXXUS Vo,1
Product_Title.Nexxus Ma.one_Purchased_Title.Repel 100,1
Product_Title.Nexxus Ma.three_Purchased_Title,
Product_Title.Nexxus Ma.three_Purchased_Title.Olay Tota,1
Product_Title.Nexxus Ma.three_Purchased_Title.nan,1
Product_Title.Nexxus Ma.two_Purchased_Title,
Product_Title.Nexxus Ma.two_Purchased_Title.Nexxus Co,1
Product_Title.Nexxus Ma.two_Purchased_Title.nan,1
Product_Title.Nexxus Mo,
Product_Title.Nexxus Mo.one_Purchased_Title,
Product_Title.Nexxus Mo.one_Purchased_Title.Affresh W,1
Product_Title.Nexxus Mo.three_Purchased_Title,
Product_Title.Nexxus Mo.three_Purchased_Title.nan,1
Product_Title.Nexxus Mo.two_Purchased_Title,
Product_Title.Nexxus Mo.two_Purchased_Title.Affresh W,1
Product_Title.Nexxus Pr,
Product_Title.Nexxus Pr.one_Purchased_Title,
Product_Title.Nexxus Pr.one_Purchased_Title.Aspects 3,1
Product_Title.Nexxus Pr.one_Purchased_Title.Nexxus Co,1
Product_Title.Nexxus Pr.one_Purchased_Title.Nexxus Pr,1
Product_Title.Nexxus Pr.one_Purchased_Title.Toms of M,1
Product_Title.Nexxus Pr.three_Purchased_Title,
Product_Title.Nexxus Pr.three_Purchased_Title.Caterpill,1
Product_Title.Nexxus Pr.three_Purchased_Title.Learning ,1
Product_Title.Nexxus Pr.three_Purchased_Title.Natures M,1
Product_Title.Nexxus Pr.three_Purchased_Title.Organyc 1,1
Product_Title.Nexxus Pr.two_Purchased_Title,
Product_Title.Nexxus Pr.two_Purchased_Title.Columbia ,1
Product_Title.Nexxus Pr.two_Purchased_Title.Nexxus Di,1
Product_Title.Nexxus Pr.two_Purchased_Title.Nexxus Ne,1
Product_Title.Nexxus Pr.two_Purchased_Title.ScotchBri,1
Product_Title.Nexxus Sh,
Product_Title.Nexxus Sh.one_Purchased_Title,
Product_Title.Nexxus Sh.one_Purchased_Title.Nexxus Hu,1
Product_Title.Nexxus Sh.three_Purchased_Title,
Product_Title.Nexxus Sh.three_Purchased_Title.Glad Tall,1
Product_Title.Nexxus Sh.two_Purchased_Title,
Product_Title.Nexxus Sh.two_Purchased_Title.Nexxus Hu,1
Product_Title.Nexxus Th,
Product_Title.Nexxus Th.one_Purchased_Title,
Product_Title.Nexxus Th.one_Purchased_Title.Freshburs,1
Product_Title.Nexxus Th.one_Purchased_Title.Nexxus Co,1
Product_Title.Nexxus Th.one_Purchased_Title.Nexxus Hu,1
Product_Title.Nexxus Th.one_Purchased_Title.Nexxus Th,1
Product_Title.Nexxus Th.three_Purchased_Title,
Product_Title.Nexxus Th.three_Purchased_Title.Bounty Pa,1
Product_Title.Nexxus Th.three_Purchased_Title.Dancing W,1
Product_Title.Nexxus Th.three_Purchased_Title.Nexuss Hu,1
Product_Title.Nexxus Th.three_Purchased_Title.Organic B,1
Product_Title.Nexxus Th.two_Purchased_Title,
Product_Title.Nexxus Th.two_Purchased_Title.Barnums A,1
Product_Title.Nexxus Th.two_Purchased_Title.Nexxus Hu,1
Product_Title.Nexxus Th.two_Purchased_Title.Organic R,1
Product_Title.Noxzema C,
Product_Title.Noxzema C.one_Purchased_Title,
Product_Title.Noxzema C.one_Purchased_Title.Aidells S,1
Product_Title.Noxzema C.one_Purchased_Title.Lily of T,1
Product_Title.Noxzema C.three_Purchased_Title,
Product_Title.Noxzema C.three_Purchased_Title.Kittys Wo,1
Product_Title.Noxzema C.three_Purchased_Title.Totinos  ,1
Product_Title.Noxzema C.two_Purchased_Title,
Product_Title.Noxzema C.two_Purchased_Title.Nordic Wa,1
Product_Title.Noxzema C.two_Purchased_Title.Strawberr,1
Product_Title.Noxzema U,
Product_Title.Noxzema U.one_Purchased_Title,
Product_Title.Noxzema U.one_Purchased_Title.Noxzema C,1
Product_Title.Noxzema U.three_Purchased_Title,
Product_Title.Noxzema U.three_Purchased_Title.nan,1
Product_Title.Noxzema U.two_Purchased_Title,
Product_Title.Noxzema U.two_Purchased_Title.nan,1
Product_Title.PG Pyrami,
Product_Title.PG Pyrami.one_Purchased_Title,
Product_Title.PG Pyrami.one_Purchased_Title.Almond Br,1
Product_Title.PG Pyrami.one_Purchased_Title.Organic B,1
Product_Title.PG Pyrami.three_Purchased_Title,
Product_Title.PG Pyrami.three_Purchased_Title.Heinz Tom,1
Product_Title.PG Pyrami.three_Purchased_Title.Organic B,1
Product_Title.PG Pyrami.two_Purchased_Title,
Product_Title.PG Pyrami.two_Purchased_Title.Cento Cru,1
Product_Title.PG Pyrami.two_Purchased_Title.Organic S,1
Product_Title.PG Tips P,
Product_Title.PG Tips P.one_Purchased_Title,
Product_Title.PG Tips P.one_Purchased_Title.Bigelow G,1
Product_Title.PG Tips P.one_Purchased_Title.Ring of S,1
Product_Title.PG Tips P.three_Purchased_Title,
Product_Title.PG Tips P.three_Purchased_Title.Airzooka ,1
Product_Title.PG Tips P.three_Purchased_Title.Kikkerlan,1
Product_Title.PG Tips P.two_Purchased_Title,
Product_Title.PG Tips P.two_Purchased_Title.Freshburs,1
Product_Title.PG Tips P.two_Purchased_Title.Tetley Te,1
Product_Title.PG tips  ,
Product_Title.PG tips  .one_Purchased_Title,
Product_Title.PG tips  .one_Purchased_Title.Weeliciou,1
Product_Title.PG tips  .three_Purchased_Title,
Product_Title.PG tips  .three_Purchased_Title.Crafting ,1
Product_Title.PG tips  .two_Purchased_Title,
Product_Title.PG tips  .two_Purchased_Title.To Marry ,1
Product_Title.Ponds Cle,
Product_Title.Ponds Cle.one_Purchased_Title,
Product_Title.Ponds Cle.one_Purchased_Title.Mind of t,1
Product_Title.Ponds Cle.three_Purchased_Title,
Product_Title.Ponds Cle.three_Purchased_Title.Planet Do,1
Product_Title.Ponds Cle.two_Purchased_Title,
Product_Title.Ponds Cle.two_Purchased_Title.Jesus Amo,1
Product_Title.Ponds Col,
Product_Title.Ponds Col.one_Purchased_Title,
Product_Title.Ponds Col.one_Purchased_Title.Angel Sof,1
Product_Title.Ponds Col.one_Purchased_Title.Bananas  ,1
Product_Title.Ponds Col.one_Purchased_Title.Neutrogen,1
Product_Title.Ponds Col.one_Purchased_Title.Ponds Cor,1
Product_Title.Ponds Col.one_Purchased_Title.Your Mone,1
Product_Title.Ponds Col.three_Purchased_Title,
Product_Title.Ponds Col.three_Purchased_Title.Becoming ,1
Product_Title.Ponds Col.three_Purchased_Title.CamelBak ,1
Product_Title.Ponds Col.three_Purchased_Title.Celery  M,1
Product_Title.Ponds Col.three_Purchased_Title.Neutrogen,1
Product_Title.Ponds Col.three_Purchased_Title.OXO Good ,1
Product_Title.Ponds Col.three_Purchased_Title.U by Kote,1
Product_Title.Ponds Col.two_Purchased_Title,
Product_Title.Ponds Col.two_Purchased_Title.Baby Step,1
Product_Title.Ponds Col.two_Purchased_Title.CeraVe Mo,1
Product_Title.Ponds Col.two_Purchased_Title.La Croix ,1
Product_Title.Ponds Col.two_Purchased_Title.Lipton Bl,1
Product_Title.Ponds Col.two_Purchased_Title.Pratt PRA,1
Product_Title.Ponds Col.two_Purchased_Title.Thermos V,1
Product_Title.Ponds Cor,
Product_Title.Ponds Cor.one_Purchased_Title,
Product_Title.Ponds Cor.one_Purchased_Title.Ponds Rej,1
Product_Title.Ponds Cor.three_Purchased_Title,
Product_Title.Ponds Cor.three_Purchased_Title.Aztec Sec,1
Product_Title.Ponds Cor.two_Purchased_Title,
Product_Title.Ponds Cor.two_Purchased_Title.Thayers A,1
Product_Title.Ponds Cre,
Product_Title.Ponds Cre.one_Purchased_Title,
Product_Title.Ponds Cre.one_Purchased_Title.EltaMD UV,1
Product_Title.Ponds Cre.three_Purchased_Title,
Product_Title.Ponds Cre.three_Purchased_Title.nan,1
Product_Title.Ponds Cre.two_Purchased_Title,
Product_Title.Ponds Cre.two_Purchased_Title.nan,1
Product_Title.Ponds Dry,
Product_Title.Ponds Dry.one_Purchased_Title,
Product_Title.Ponds Dry.one_Purchased_Title.A PhD Is ,1
Product_Title.Ponds Dry.one_Purchased_Title.Diamonds ,1
Product_Title.Ponds Dry.one_Purchased_Title.Qtips Cot,1
Product_Title.Ponds Dry.three_Purchased_Title,
Product_Title.Ponds Dry.three_Purchased_Title.Logitech ,1
Product_Title.Ponds Dry.three_Purchased_Title.One Line ,1
Product_Title.Ponds Dry.three_Purchased_Title.Raisin Br,1
Product_Title.Ponds Dry.two_Purchased_Title,
Product_Title.Ponds Dry.two_Purchased_Title.AP World ,1
Product_Title.Ponds Dry.two_Purchased_Title.Pantene P,1
Product_Title.Ponds Dry.two_Purchased_Title.Vanicream,1
Product_Title.Ponds Fac,
Product_Title.Ponds Fac.one_Purchased_Title,
Product_Title.Ponds Fac.one_Purchased_Title.Lysol Dis,1
Product_Title.Ponds Fac.three_Purchased_Title,
Product_Title.Ponds Fac.three_Purchased_Title.Caviar Re,1
Product_Title.Ponds Fac.two_Purchased_Title,
Product_Title.Ponds Fac.two_Purchased_Title.TheraBrea,1
Product_Title.Ponds Moi,
Product_Title.Ponds Moi.one_Purchased_Title,
Product_Title.Ponds Moi.one_Purchased_Title.Bayer Adv,1
Product_Title.Ponds Moi.one_Purchased_Title.Ponds Moi,1
Product_Title.Ponds Moi.three_Purchased_Title,
Product_Title.Ponds Moi.three_Purchased_Title.Cetaphil ,1
Product_Title.Ponds Moi.three_Purchased_Title.nan,1
Product_Title.Ponds Moi.two_Purchased_Title,
Product_Title.Ponds Moi.two_Purchased_Title.Emerils B,1
Product_Title.Ponds Moi.two_Purchased_Title.Qtips Cot,1
Product_Title.Ponds Rej,
Product_Title.Ponds Rej.one_Purchased_Title,
Product_Title.Ponds Rej.one_Purchased_Title.Cetaphil ,1
Product_Title.Ponds Rej.one_Purchased_Title.Copperton,1
Product_Title.Ponds Rej.one_Purchased_Title.Ponds Cla,1
Product_Title.Ponds Rej.one_Purchased_Title.Ponds Cor,1
Product_Title.Ponds Rej.three_Purchased_Title,
Product_Title.Ponds Rej.three_Purchased_Title.Neutrogen,1
Product_Title.Ponds Rej.three_Purchased_Title.Sparkle P,1
Product_Title.Ponds Rej.three_Purchased_Title.nan,1
Product_Title.Ponds Rej.two_Purchased_Title,
Product_Title.Ponds Rej.two_Purchased_Title.Leviton D,1
Product_Title.Ponds Rej.two_Purchased_Title.Neocell S,1
Product_Title.Ponds Rej.two_Purchased_Title.Quilted N,1
Product_Title.Ponds Rej.two_Purchased_Title.nan,1
Product_Title.Ponds Wet,
Product_Title.Ponds Wet.one_Purchased_Title,
Product_Title.Ponds Wet.one_Purchased_Title.Qtips Cot,1
Product_Title.Ponds Wet.three_Purchased_Title,
Product_Title.Ponds Wet.three_Purchased_Title.Glad Odor,1
Product_Title.Ponds Wet.two_Purchased_Title,
Product_Title.Ponds Wet.two_Purchased_Title.Mr Clean ,1
Product_Title.Pure Leaf,
Product_Title.Pure Leaf.one_Purchased_Title,
Product_Title.Pure Leaf.one_Purchased_Title.Bobos Oat,1
Product_Title.Pure Leaf.one_Purchased_Title.Fiber One,1
Product_Title.Pure Leaf.one_Purchased_Title.Freud FB0,1
Product_Title.Pure Leaf.one_Purchased_Title.InstaNatu,1
Product_Title.Pure Leaf.one_Purchased_Title.Kleenex E,1
Product_Title.Pure Leaf.one_Purchased_Title.Lime  One,1
Product_Title.Pure Leaf.one_Purchased_Title.Lipton Lo,1
Product_Title.Pure Leaf.one_Purchased_Title.Mr Coffee,1
Product_Title.Pure Leaf.one_Purchased_Title.Nostalgia,1
Product_Title.Pure Leaf.one_Purchased_Title.Organic B,1
Product_Title.Pure Leaf.one_Purchased_Title.Organic Y,1
Product_Title.Pure Leaf.one_Purchased_Title.Pure Leaf,1
Product_Title.Pure Leaf.one_Purchased_Title.RUBBERMAI,1
Product_Title.Pure Leaf.one_Purchased_Title.The Fishe,1
Product_Title.Pure Leaf.three_Purchased_Title,
Product_Title.Pure Leaf.three_Purchased_Title.Brawny Pa,1
Product_Title.Pure Leaf.three_Purchased_Title.Deep Rive,1
Product_Title.Pure Leaf.three_Purchased_Title.Kelloggs ,1
Product_Title.Pure Leaf.three_Purchased_Title.Lemon  On,1
Product_Title.Pure Leaf.three_Purchased_Title.Marika Wo,1
Product_Title.Pure Leaf.three_Purchased_Title.Mings Mar,1
Product_Title.Pure Leaf.three_Purchased_Title.NOW Holy ,1
Product_Title.Pure Leaf.three_Purchased_Title.NoTubes T,1
Product_Title.Pure Leaf.three_Purchased_Title.Organic R,1
Product_Title.Pure Leaf.three_Purchased_Title.Pure Leaf,1
Product_Title.Pure Leaf.three_Purchased_Title.Signature,1
Product_Title.Pure Leaf.three_Purchased_Title.Tealyra  ,1
Product_Title.Pure Leaf.two_Purchased_Title,
Product_Title.Pure Leaf.two_Purchased_Title.Barilla P,1
Product_Title.Pure Leaf.two_Purchased_Title.Bobos Oat,1
Product_Title.Pure Leaf.two_Purchased_Title.Dole Frui,1
Product_Title.Pure Leaf.two_Purchased_Title.Dr Bronne,1
Product_Title.Pure Leaf.two_Purchased_Title.Kelloggs ,1
Product_Title.Pure Leaf.two_Purchased_Title.Neutrogen,1
Product_Title.Pure Leaf.two_Purchased_Title.No Nonsen,1
Product_Title.Pure Leaf.two_Purchased_Title.Organic B,1
Product_Title.Pure Leaf.two_Purchased_Title.Pure Leaf,1
Product_Title.Pure Leaf.two_Purchased_Title.Ritz Orig,1
Product_Title.Pure Leaf.two_Purchased_Title.Sliced Wh,1
Product_Title.Pure Leaf.two_Purchased_Title.Szeged Ho,1
Product_Title.Pure Leaf.two_Purchased_Title.Teas Tea ,1
Product_Title.Qtips Cot,
Product_Title.Qtips Cot.one_Purchased_Title,
Product_Title.Qtips Cot.one_Purchased_Title.Afrin No ,1
Product_Title.Qtips Cot.one_Purchased_Title.Bananas  ,1
Product_Title.Qtips Cot.one_Purchased_Title.Brita Sta,1
Product_Title.Qtips Cot.one_Purchased_Title.Clorox Di,1
Product_Title.Qtips Cot.one_Purchased_Title.Crest 3D ,1
Product_Title.Qtips Cot.one_Purchased_Title.Elmers Di,1
Product_Title.Qtips Cot.one_Purchased_Title.Fridababy,1
Product_Title.Qtips Cot.one_Purchased_Title.Mrs Meyer,1
Product_Title.Qtips Cot.one_Purchased_Title.Organic G,1
Product_Title.Qtips Cot.one_Purchased_Title.Qtips Cot,1
Product_Title.Qtips Cot.one_Purchased_Title.Quilted N,1
Product_Title.Qtips Cot.three_Purchased_Title,
Product_Title.Qtips Cot.three_Purchased_Title.Crayola 5,1
Product_Title.Qtips Cot.three_Purchased_Title.Crest Sco,1
Product_Title.Qtips Cot.three_Purchased_Title.Dawn Ultr,1
Product_Title.Qtips Cot.three_Purchased_Title.Garnier S,1
Product_Title.Qtips Cot.three_Purchased_Title.Latch A H,1
Product_Title.Qtips Cot.three_Purchased_Title.Listerine,1
Product_Title.Qtips Cot.three_Purchased_Title.Method Na,1
Product_Title.Qtips Cot.three_Purchased_Title.Mission  ,1
Product_Title.Qtips Cot.three_Purchased_Title.Mo Meta B,1
Product_Title.Qtips Cot.three_Purchased_Title.Organic G,1
Product_Title.Qtips Cot.three_Purchased_Title.Qtips Cot,1
Product_Title.Qtips Cot.three_Purchased_Title.Quilted N,1
Product_Title.Qtips Cot.three_Purchased_Title.Yams Yell,1
Product_Title.Qtips Cot.three_Purchased_Title.elf Porel,1
Product_Title.Qtips Cot.two_Purchased_Title,
Product_Title.Qtips Cot.two_Purchased_Title.Apple Bar,1
Product_Title.Qtips Cot.two_Purchased_Title.Bananas  ,1
Product_Title.Qtips Cot.two_Purchased_Title.DenTek Tr,1
Product_Title.Qtips Cot.two_Purchased_Title.Dreft Sta,1
Product_Title.Qtips Cot.two_Purchased_Title.For Pro P,1
Product_Title.Qtips Cot.two_Purchased_Title.Maybellin,1
Product_Title.Qtips Cot.two_Purchased_Title.Mrs Meyer,1
Product_Title.Qtips Cot.two_Purchased_Title.OralB Gli,1
Product_Title.Qtips Cot.two_Purchased_Title.Organic C,1
Product_Title.Qtips Cot.two_Purchased_Title.Sparkle P,1
Product_Title.Qtips Cot.two_Purchased_Title.Strawberr,1
Product_Title.Qtips Cot.two_Purchased_Title.Thayer  W,1
Product_Title.Qtips Cot.two_Purchased_Title.something,1
Product_Title.Qtips Swa,
Product_Title.Qtips Swa.one_Purchased_Title,
Product_Title.Qtips Swa.one_Purchased_Title.Organic G,1
Product_Title.Qtips Swa.three_Purchased_Title,
Product_Title.Qtips Swa.three_Purchased_Title.Organic V,1
Product_Title.Qtips Swa.two_Purchased_Title,
Product_Title.Qtips Swa.two_Purchased_Title.Organic V,1
Product_Title.Ragu Chun,
Product_Title.Ragu Chun.one_Purchased_Title,
Product_Title.Ragu Chun.one_Purchased_Title.Amazon Br,1
Product_Title.Ragu Chun.three_Purchased_Title,
Product_Title.Ragu Chun.three_Purchased_Title.JennieO  ,1
Product_Title.Ragu Chun.two_Purchased_Title,
Product_Title.Ragu Chun.two_Purchased_Title.Bananas  ,1
Product_Title.Ragu Past,
Product_Title.Ragu Past.one_Purchased_Title,
Product_Title.Ragu Past.one_Purchased_Title.Bananas  ,1
Product_Title.Ragu Past.three_Purchased_Title,
Product_Title.Ragu Past.three_Purchased_Title.Natures O,1
Product_Title.Ragu Past.two_Purchased_Title,
Product_Title.Ragu Past.two_Purchased_Title.Strawberr,1
Product_Title.Seventh G,
Product_Title.Seventh G.one_Purchased_Title,
Product_Title.Seventh G.one_Purchased_Title.Amazon El,1
Product_Title.Seventh G.one_Purchased_Title.Angel Sof,1
Product_Title.Seventh G.one_Purchased_Title.Aquaphor ,1
Product_Title.Seventh G.one_Purchased_Title.Bananas  ,1
Product_Title.Seventh G.one_Purchased_Title.Bounty Qu,1
Product_Title.Seventh G.one_Purchased_Title.Bounty Se,1
Product_Title.Seventh G.one_Purchased_Title.Brawny Pa,1
Product_Title.Seventh G.one_Purchased_Title.Cauliflow,1
Product_Title.Seventh G.one_Purchased_Title.Diversey ,1
Product_Title.Seventh G.one_Purchased_Title.Hass Avoc,1
Product_Title.Seventh G.one_Purchased_Title.Havaianas,1
Product_Title.Seventh G.one_Purchased_Title.Huggies L,1
Product_Title.Seventh G.one_Purchased_Title.If You Ca,1
Product_Title.Seventh G.one_Purchased_Title.Kleenex E,1
Product_Title.Seventh G.one_Purchased_Title.LOreal Pa,1
Product_Title.Seventh G.one_Purchased_Title.Mandarin ,1
Product_Title.Seventh G.one_Purchased_Title.OXO Good ,1
Product_Title.Seventh G.one_Purchased_Title.Organic B,1
Product_Title.Seventh G.one_Purchased_Title.Organic F,1
Product_Title.Seventh G.one_Purchased_Title.Organic H,1
Product_Title.Seventh G.one_Purchased_Title.Organic V,1
Product_Title.Seventh G.one_Purchased_Title.Paris Str,1
Product_Title.Seventh G.one_Purchased_Title.Plant The,1
