id,value
Product_Title.Seventh G.two_Purchased_Title.Playtex D,1
Product_Title.Seventh G.two_Purchased_Title.Q&A a Day,1
Product_Title.Seventh G.two_Purchased_Title.Quilted N,1
Product_Title.Seventh G.two_Purchased_Title.Reynolds ,1
Product_Title.Seventh G.two_Purchased_Title.Scotch Ma,1
Product_Title.Seventh G.two_Purchased_Title.Seventh G,1
Product_Title.Seventh G.two_Purchased_Title.Soft Scru,1
Product_Title.Seventh G.two_Purchased_Title.Sparkle P,1
Product_Title.Seventh G.two_Purchased_Title.Stanley 8,1
Product_Title.Seventh G.two_Purchased_Title.Star Wars,1
Product_Title.Seventh G.two_Purchased_Title.Stonyfiel,1
Product_Title.Seventh G.two_Purchased_Title.Suncast F,1
Product_Title.Seventh G.two_Purchased_Title.The Brain,1
Product_Title.Seventh G.two_Purchased_Title.Tide Orig,1
Product_Title.Seventh G.two_Purchased_Title.Undecorat,1
Product_Title.Seventh G.two_Purchased_Title.VIVA Choo,1
Product_Title.Seventh G.two_Purchased_Title.WaterWipe,1
Product_Title.Seventh G.two_Purchased_Title.Who Was T,1
Product_Title.Seventh G.two_Purchased_Title.Zucchini ,1
Product_Title.Seventh G.two_Purchased_Title.nan,1
Product_Title.Simple Fa,
Product_Title.Simple Fa.one_Purchased_Title,
Product_Title.Simple Fa.one_Purchased_Title.Fleet Lax,1
Product_Title.Simple Fa.one_Purchased_Title.Simple Fa,1
Product_Title.Simple Fa.one_Purchased_Title.Simple Ki,1
Product_Title.Simple Fa.one_Purchased_Title.Strawberr,1
Product_Title.Simple Fa.three_Purchased_Title,
Product_Title.Simple Fa.three_Purchased_Title.365 Every,1
Product_Title.Simple Fa.three_Purchased_Title.PopSocket,1
Product_Title.Simple Fa.three_Purchased_Title.Simple Ki,1
Product_Title.Simple Fa.three_Purchased_Title.Thayer  W,1
Product_Title.Simple Fa.two_Purchased_Title,
Product_Title.Simple Fa.two_Purchased_Title.Alba Bota,1
Product_Title.Simple Fa.two_Purchased_Title.Mission  ,1
Product_Title.Simple Fa.two_Purchased_Title.Qtips Cot,1
Product_Title.Simple Fa.two_Purchased_Title.Simple Fa,1
Product_Title.Simple Fa.two_Purchased_Title.Simple Ki,1
Product_Title.Simple Ki,
Product_Title.Simple Ki.one_Purchased_Title,
Product_Title.Simple Ki.one_Purchased_Title.Allegedly,1
Product_Title.Simple Ki.one_Purchased_Title.Always Ma,1
Product_Title.Simple Ki.one_Purchased_Title.Aztec Sec,1
Product_Title.Simple Ki.one_Purchased_Title.Bananas  ,1
Product_Title.Simple Ki.one_Purchased_Title.BandAid B,1
Product_Title.Simple Ki.one_Purchased_Title.Cottonell,1
Product_Title.Simple Ki.one_Purchased_Title.Fromm Sta,1
Product_Title.Simple Ki.one_Purchased_Title.Ghirardel,1
Product_Title.Simple Ki.one_Purchased_Title.Qtips Cot,1
Product_Title.Simple Ki.one_Purchased_Title.Quilted N,1
Product_Title.Simple Ki.one_Purchased_Title.Simple Fa,1
Product_Title.Simple Ki.one_Purchased_Title.Simple Ki,1
Product_Title.Simple Ki.one_Purchased_Title.Thai Kitc,1
Product_Title.Simple Ki.one_Purchased_Title.The Flat ,1
Product_Title.Simple Ki.one_Purchased_Title.The Hope ,1
Product_Title.Simple Ki.one_Purchased_Title.Waterpik ,1
Product_Title.Simple Ki.three_Purchased_Title,
Product_Title.Simple Ki.three_Purchased_Title.Crest 3D ,1
Product_Title.Simple Ki.three_Purchased_Title.Dawn Ultr,1
Product_Title.Simple Ki.three_Purchased_Title.Everyday ,1
Product_Title.Simple Ki.three_Purchased_Title.Gillette ,1
Product_Title.Simple Ki.three_Purchased_Title.LOreal Pa,1
Product_Title.Simple Ki.three_Purchased_Title.Nature Va,1
Product_Title.Simple Ki.three_Purchased_Title.Qtips Cot,1
Product_Title.Simple Ki.three_Purchased_Title.ReaLime 1,1
Product_Title.Simple Ki.three_Purchased_Title.Simple Fa,1
Product_Title.Simple Ki.three_Purchased_Title.Simple Ki,1
Product_Title.Simple Ki.three_Purchased_Title.St Ives A,1
Product_Title.Simple Ki.three_Purchased_Title.St Ives G,1
Product_Title.Simple Ki.three_Purchased_Title.Strawberr,1
Product_Title.Simple Ki.three_Purchased_Title.Sundown N,1
Product_Title.Simple Ki.three_Purchased_Title.The Daily,1
Product_Title.Simple Ki.three_Purchased_Title.nan,1
Product_Title.Simple Ki.two_Purchased_Title,
Product_Title.Simple Ki.two_Purchased_Title.Amazon Br,1
Product_Title.Simple Ki.two_Purchased_Title.Bananas  ,1
Product_Title.Simple Ki.two_Purchased_Title.Biore Bak,1
Product_Title.Simple Ki.two_Purchased_Title.Early Iri,1
Product_Title.Simple Ki.two_Purchased_Title.Enlighten,1
Product_Title.Simple Ki.two_Purchased_Title.Glad Zipp,1
Product_Title.Simple Ki.two_Purchased_Title.Listerine,1
Product_Title.Simple Ki.two_Purchased_Title.Organic B,1
Product_Title.Simple Ki.two_Purchased_Title.Qtips Cot,1
Product_Title.Simple Ki.two_Purchased_Title.Safety 1s,1
Product_Title.Simple Ki.two_Purchased_Title.Simple Fa,1
Product_Title.Simple Ki.two_Purchased_Title.Simple Ki,1
Product_Title.Simple Ki.two_Purchased_Title.SmartBone,1
Product_Title.Simple Ki.two_Purchased_Title.Thayer  W,1
Product_Title.Simple Ki.two_Purchased_Title.The Recip,1
Product_Title.Simple Ki.two_Purchased_Title.USA TODAY,1
Product_Title.Simple Ki.two_Purchased_Title.Wahl Dog ,1
Product_Title.Simple Ki.two_Purchased_Title.Zucchini ,1
Product_Title.Simple Wa,
Product_Title.Simple Wa.one_Purchased_Title,
Product_Title.Simple Wa.one_Purchased_Title.OCuSOFT L,1
Product_Title.Simple Wa.one_Purchased_Title.Simple Ki,1
Product_Title.Simple Wa.one_Purchased_Title.Simple Wa,1
Product_Title.Simple Wa.one_Purchased_Title.The Plant,1
Product_Title.Simple Wa.one_Purchased_Title.VIVA Choo,1
Product_Title.Simple Wa.three_Purchased_Title,
Product_Title.Simple Wa.three_Purchased_Title.Aztec Sec,1
Product_Title.Simple Wa.three_Purchased_Title.Garnier N,1
Product_Title.Simple Wa.three_Purchased_Title.Simple Ey,1
Product_Title.Simple Wa.three_Purchased_Title.Simple Ki,1
Product_Title.Simple Wa.three_Purchased_Title.Simple Wa,1
Product_Title.Simple Wa.three_Purchased_Title.nan,1
Product_Title.Simple Wa.two_Purchased_Title,
Product_Title.Simple Wa.two_Purchased_Title.PUR 4Pack,1
Product_Title.Simple Wa.two_Purchased_Title.Simple Ey,1
Product_Title.Simple Wa.two_Purchased_Title.Simple Wa,1
Product_Title.Simple Wa.two_Purchased_Title.Thayer  W,1
Product_Title.Simple Wa.two_Purchased_Title.Thayers A,1
Product_Title.Simple Wa.two_Purchased_Title.nan,1
Product_Title.Sir Kensi,
Product_Title.Sir Kensi.one_Purchased_Title,
Product_Title.Sir Kensi.one_Purchased_Title.Jeremiahs,1
Product_Title.Sir Kensi.one_Purchased_Title.Sir Kensi,1
Product_Title.Sir Kensi.three_Purchased_Title,
Product_Title.Sir Kensi.three_Purchased_Title.Plum Orga,1
Product_Title.Sir Kensi.three_Purchased_Title.nan,1
Product_Title.Sir Kensi.two_Purchased_Title,
Product_Title.Sir Kensi.two_Purchased_Title.Disney Fr,1
Product_Title.Sir Kensi.two_Purchased_Title.Sir Kensi,1
Product_Title.SlimFast ,
Product_Title.SlimFast .one_Purchased_Title,
Product_Title.SlimFast .one_Purchased_Title.SlimFast ,1
Product_Title.SlimFast .three_Purchased_Title,
Product_Title.SlimFast .three_Purchased_Title.Slim Fast,1
Product_Title.SlimFast .two_Purchased_Title,
Product_Title.SlimFast .two_Purchased_Title.Slim Fast,1
Product_Title.Snuggle E,
Product_Title.Snuggle E.one_Purchased_Title,
Product_Title.Snuggle E.one_Purchased_Title.Davines M,1
Product_Title.Snuggle E.three_Purchased_Title,
Product_Title.Snuggle E.three_Purchased_Title.Method 4x,1
Product_Title.Snuggle E.two_Purchased_Title,
Product_Title.Snuggle E.two_Purchased_Title.Davines M,1
Product_Title.St Ives  ,
Product_Title.St Ives  .one_Purchased_Title,
Product_Title.St Ives  .one_Purchased_Title.Jack Link,1
Product_Title.St Ives  .one_Purchased_Title.Qtips Cot,1
Product_Title.St Ives  .one_Purchased_Title.St Ives R,1
Product_Title.St Ives  .three_Purchased_Title,
Product_Title.St Ives  .three_Purchased_Title.Kelloggs ,1
Product_Title.St Ives  .three_Purchased_Title.Poise Inc,1
Product_Title.St Ives  .three_Purchased_Title.St Ives A,1
Product_Title.St Ives  .two_Purchased_Title,
Product_Title.St Ives  .two_Purchased_Title.Angel Sof,1
Product_Title.St Ives  .two_Purchased_Title.Colgate S,1
Product_Title.St Ives  .two_Purchased_Title.Thayer  W,1
Product_Title.St Ives A,
Product_Title.St Ives A.one_Purchased_Title,
Product_Title.St Ives A.one_Purchased_Title.Quilted N,1
Product_Title.St Ives A.one_Purchased_Title.St Ives  ,1
Product_Title.St Ives A.one_Purchased_Title.St Ives B,1
Product_Title.St Ives A.one_Purchased_Title.St Ives R,1
Product_Title.St Ives A.three_Purchased_Title,
Product_Title.St Ives A.three_Purchased_Title.Curel Dai,1
Product_Title.St Ives A.three_Purchased_Title.Listerine,1
Product_Title.St Ives A.three_Purchased_Title.Mrs Meyer,1
Product_Title.St Ives A.three_Purchased_Title.Thayer  W,1
Product_Title.St Ives A.two_Purchased_Title,
Product_Title.St Ives A.two_Purchased_Title.Qtips Cot,1
Product_Title.St Ives A.two_Purchased_Title.St Ives  ,1
Product_Title.St Ives B,
Product_Title.St Ives B.one_Purchased_Title,
Product_Title.St Ives B.one_Purchased_Title.St Ives  ,1
Product_Title.St Ives B.three_Purchased_Title,
Product_Title.St Ives B.three_Purchased_Title.Bior&eacu,1
Product_Title.St Ives B.two_Purchased_Title,
Product_Title.St Ives B.two_Purchased_Title.St Ives F,1
Product_Title.St Ives E,
Product_Title.St Ives E.one_Purchased_Title,
Product_Title.St Ives E.one_Purchased_Title.St Ives  ,1
Product_Title.St Ives E.one_Purchased_Title.St Ives A,1
Product_Title.St Ives E.three_Purchased_Title,
Product_Title.St Ives E.three_Purchased_Title.St Ives  ,1
Product_Title.St Ives E.three_Purchased_Title.St Ives E,1
Product_Title.St Ives E.two_Purchased_Title,
Product_Title.St Ives E.two_Purchased_Title.LOreal Pa,1
Product_Title.St Ives E.two_Purchased_Title.St Ives E,1
Product_Title.St Ives F,
Product_Title.St Ives F.one_Purchased_Title,
Product_Title.St Ives F.one_Purchased_Title.Bananas  ,1
Product_Title.St Ives F.one_Purchased_Title.FRONTLINE,1
Product_Title.St Ives F.one_Purchased_Title.Listerine,1
Product_Title.St Ives F.one_Purchased_Title.St Ives  ,1
Product_Title.St Ives F.one_Purchased_Title.St Ives B,1
Product_Title.St Ives F.one_Purchased_Title.St Ives R,1
Product_Title.St Ives F.three_Purchased_Title,
Product_Title.St Ives F.three_Purchased_Title.American ,1
Product_Title.St Ives F.three_Purchased_Title.Maybellin,1
Product_Title.St Ives F.three_Purchased_Title.St Ives  ,1
Product_Title.St Ives F.three_Purchased_Title.St Ives B,1
Product_Title.St Ives F.three_Purchased_Title.Strawberr,1
Product_Title.St Ives F.three_Purchased_Title.Weleda Sk,1
Product_Title.St Ives F.two_Purchased_Title,
Product_Title.St Ives F.two_Purchased_Title.Crest Com,1
Product_Title.St Ives F.two_Purchased_Title.FRONTLINE,1
Product_Title.St Ives F.two_Purchased_Title.Green Bel,1
Product_Title.St Ives F.two_Purchased_Title.Maybellin,1
Product_Title.St Ives F.two_Purchased_Title.St Ives  ,1
Product_Title.St Ives F.two_Purchased_Title.St Ives A,1
Product_Title.St Ives G,
Product_Title.St Ives G.one_Purchased_Title,
Product_Title.St Ives G.one_Purchased_Title.St Ives B,1
Product_Title.St Ives G.one_Purchased_Title.St Ives R,1
Product_Title.St Ives G.three_Purchased_Title,
Product_Title.St Ives G.three_Purchased_Title.Aztec Sec,1
Product_Title.St Ives G.three_Purchased_Title.Neutrogen,1
Product_Title.St Ives G.two_Purchased_Title,
Product_Title.St Ives G.two_Purchased_Title.National ,1
Product_Title.St Ives G.two_Purchased_Title.St Ives A,1
Product_Title.St Ives P,
Product_Title.St Ives P.one_Purchased_Title,
Product_Title.St Ives P.one_Purchased_Title.Bananas  ,1
Product_Title.St Ives P.one_Purchased_Title.St Ives A,1
Product_Title.St Ives P.one_Purchased_Title.St Ives S,1
Product_Title.St Ives P.one_Purchased_Title.Twisted P,1
Product_Title.St Ives P.three_Purchased_Title,
Product_Title.St Ives P.three_Purchased_Title.Fernco P1,1
Product_Title.St Ives P.three_Purchased_Title.Qtips Cot,1
Product_Title.St Ives P.three_Purchased_Title.Strawberr,1
Product_Title.St Ives P.two_Purchased_Title,
Product_Title.St Ives P.two_Purchased_Title.Crest 3D ,1
Product_Title.St Ives P.two_Purchased_Title.Organic B,1
Product_Title.St Ives P.two_Purchased_Title.Recovery ,1
Product_Title.St Ives P.two_Purchased_Title.St Ives A,1
Product_Title.St Ives R,
Product_Title.St Ives R.one_Purchased_Title,
Product_Title.St Ives R.one_Purchased_Title.Bananas  ,1
Product_Title.St Ives R.one_Purchased_Title.Gillette ,1
Product_Title.St Ives R.one_Purchased_Title.Mrs Meyer,1
Product_Title.St Ives R.one_Purchased_Title.Qtips Cot,1
Product_Title.St Ives R.one_Purchased_Title.Secret Ou,1
Product_Title.St Ives R.one_Purchased_Title.St Ives  ,1
Product_Title.St Ives R.one_Purchased_Title.Vital Nut,1
Product_Title.St Ives R.three_Purchased_Title,
Product_Title.St Ives R.three_Purchased_Title.Brawny Pa,1
Product_Title.St Ives R.three_Purchased_Title.Clean & C,1
Product_Title.St Ives R.three_Purchased_Title.Method An,1
Product_Title.St Ives R.three_Purchased_Title.Quaker Ch,1
Product_Title.St Ives R.three_Purchased_Title.Quilted N,1
Product_Title.St Ives R.three_Purchased_Title.St Ives B,1
Product_Title.St Ives R.three_Purchased_Title.Thayer  W,1
Product_Title.St Ives R.three_Purchased_Title.nan,1
Product_Title.St Ives R.two_Purchased_Title,
Product_Title.St Ives R.two_Purchased_Title.Angel Sof,1
Product_Title.St Ives R.two_Purchased_Title.Apple & E,1
Product_Title.St Ives R.two_Purchased_Title.Hass Avoc,1
Product_Title.St Ives R.two_Purchased_Title.Spectrum ,1
Product_Title.St Ives R.two_Purchased_Title.St Ives A,1
Product_Title.St Ives R.two_Purchased_Title.St Ives S,1
Product_Title.St Ives R.two_Purchased_Title.Tree Hut ,1
Product_Title.St Ives S,
Product_Title.St Ives S.one_Purchased_Title,
Product_Title.St Ives S.one_Purchased_Title.Bananas  ,1
Product_Title.St Ives S.one_Purchased_Title.Cottonell,1
Product_Title.St Ives S.one_Purchased_Title.I Have th,1
Product_Title.St Ives S.one_Purchased_Title.St Ives  ,1
Product_Title.St Ives S.one_Purchased_Title.St Ives P,1
Product_Title.St Ives S.one_Purchased_Title.Suave Ess,1
Product_Title.St Ives S.three_Purchased_Title,
Product_Title.St Ives S.three_Purchased_Title.Hass Avoc,1
Product_Title.St Ives S.three_Purchased_Title.Kikkerlan,1
Product_Title.St Ives S.three_Purchased_Title.Organic B,1
Product_Title.St Ives S.three_Purchased_Title.St Ives R,1
Product_Title.St Ives S.three_Purchased_Title.nan,1
Product_Title.St Ives S.two_Purchased_Title,
Product_Title.St Ives S.two_Purchased_Title.Bananas  ,1
Product_Title.St Ives S.two_Purchased_Title.BandAid B,1
Product_Title.St Ives S.two_Purchased_Title.Qtips Cot,1
Product_Title.St Ives S.two_Purchased_Title.Strawberr,1
Product_Title.St Ives S.two_Purchased_Title.nan,1
Product_Title.Suave  An,
Product_Title.Suave  An.one_Purchased_Title,
Product_Title.Suave  An.one_Purchased_Title.Gillette ,1
Product_Title.Suave  An.one_Purchased_Title.Qtips Cot,1
Product_Title.Suave  An.one_Purchased_Title.Tide PODS,1
Product_Title.Suave  An.three_Purchased_Title,
Product_Title.Suave  An.three_Purchased_Title.Downy Apr,1
Product_Title.Suave  An.three_Purchased_Title.Downy Uns,1
Product_Title.Suave  An.three_Purchased_Title.Wellingto,1
Product_Title.Suave  An.two_Purchased_Title,
Product_Title.Suave  An.two_Purchased_Title.Kleenex U,1
Product_Title.Suave  An.two_Purchased_Title.Raisin Br,1
Product_Title.Suave  An.two_Purchased_Title.Scott Flu,1
Product_Title.Suave  Co,
Product_Title.Suave  Co.one_Purchased_Title,
Product_Title.Suave  Co.one_Purchased_Title.Secret Cl,1
Product_Title.Suave  Co.three_Purchased_Title,
Product_Title.Suave  Co.three_Purchased_Title.Degree Wo,1
Product_Title.Suave  Co.two_Purchased_Title,
Product_Title.Suave  Co.two_Purchased_Title.Degree Wo,1
Product_Title.Suave  Sw,
Product_Title.Suave  Sw.one_Purchased_Title,
Product_Title.Suave  Sw.one_Purchased_Title.Degree Me,1
Product_Title.Suave  Sw.three_Purchased_Title,
Product_Title.Suave  Sw.three_Purchased_Title.Wet Brush,1
Product_Title.Suave  Sw.two_Purchased_Title,
Product_Title.Suave  Sw.two_Purchased_Title.Crest 3D ,1
Product_Title.Suave 3in,
Product_Title.Suave 3in.one_Purchased_Title,
Product_Title.Suave 3in.one_Purchased_Title.Strawberr,1
Product_Title.Suave 3in.three_Purchased_Title,
Product_Title.Suave 3in.three_Purchased_Title.Bananas  ,1
Product_Title.Suave 3in.two_Purchased_Title,
Product_Title.Suave 3in.two_Purchased_Title.Amazon Br,1
Product_Title.Suave Ant,
Product_Title.Suave Ant.one_Purchased_Title,
Product_Title.Suave Ant.one_Purchased_Title.Bananas  ,1
Product_Title.Suave Ant.one_Purchased_Title.Will Shor,1
Product_Title.Suave Ant.three_Purchased_Title,
Product_Title.Suave Ant.three_Purchased_Title.Cucumber ,1
Product_Title.Suave Ant.three_Purchased_Title.Monet Wat,1
Product_Title.Suave Ant.two_Purchased_Title,
Product_Title.Suave Ant.two_Purchased_Title.Butterfly,1
Product_Title.Suave Ant.two_Purchased_Title.Mission  ,1
Product_Title.Suave Cli,
Product_Title.Suave Cli.one_Purchased_Title,
Product_Title.Suave Cli.one_Purchased_Title.Building ,1
Product_Title.Suave Cli.three_Purchased_Title,
Product_Title.Suave Cli.three_Purchased_Title.Food Stor,1
Product_Title.Suave Cli.two_Purchased_Title,
Product_Title.Suave Cli.two_Purchased_Title.Food Stor,1
Product_Title.Suave Ess,
Product_Title.Suave Ess.one_Purchased_Title,
Product_Title.Suave Ess.one_Purchased_Title.Andis 187,1
Product_Title.Suave Ess.one_Purchased_Title.Atsko Sil,1
Product_Title.Suave Ess.one_Purchased_Title.Bananas  ,1
Product_Title.Suave Ess.one_Purchased_Title.Qtips Cot,1
Product_Title.Suave Ess.one_Purchased_Title.Quilted N,1
Product_Title.Suave Ess.one_Purchased_Title.Seventh G,1
Product_Title.Suave Ess.one_Purchased_Title.Suave Ess,1
Product_Title.Suave Ess.one_Purchased_Title.Suave Nat,1
Product_Title.Suave Ess.one_Purchased_Title.Vets Best,1
Product_Title.Suave Ess.three_Purchased_Title,
Product_Title.Suave Ess.three_Purchased_Title.Choice Or,1
Product_Title.Suave Ess.three_Purchased_Title.Cucumber ,1
Product_Title.Suave Ess.three_Purchased_Title.Desert Es,1
Product_Title.Suave Ess.three_Purchased_Title.Honeywell,1
Product_Title.Suave Ess.three_Purchased_Title.LOreal Pa,1
Product_Title.Suave Ess.three_Purchased_Title.Mrs Meyer,1
Product_Title.Suave Ess.three_Purchased_Title.Organic G,1
Product_Title.Suave Ess.three_Purchased_Title.Organic S,1
Product_Title.Suave Ess.three_Purchased_Title.Qtips Cot,1
Product_Title.Suave Ess.three_Purchased_Title.Stove Top,1
Product_Title.Suave Ess.three_Purchased_Title.Suave Ess,1
Product_Title.Suave Ess.three_Purchased_Title.TRESemme ,1
Product_Title.Suave Ess.three_Purchased_Title.The Compl,1
Product_Title.Suave Ess.two_Purchased_Title,
Product_Title.Suave Ess.two_Purchased_Title.Angel Sof,1
Product_Title.Suave Ess.two_Purchased_Title.Bananas  ,1
Product_Title.Suave Ess.two_Purchased_Title.Charmin F,1
Product_Title.Suave Ess.two_Purchased_Title.Crest Com,1
Product_Title.Suave Ess.two_Purchased_Title.Curel Fra,1
Product_Title.Suave Ess.two_Purchased_Title.Green Bel,1
Product_Title.Suave Ess.two_Purchased_Title.LOreal Pa,1
Product_Title.Suave Ess.two_Purchased_Title.Mrs Meyer,1
Product_Title.Suave Ess.two_Purchased_Title.Powerstep,1
Product_Title.Suave Ess.two_Purchased_Title.Strawberr,1
Product_Title.Suave Ess.two_Purchased_Title.Suave Men,1
Product_Title.Suave Ess.two_Purchased_Title.Suave Pro,1
Product_Title.Suave Ess.two_Purchased_Title.Zest 3 Ba,1
Product_Title.Suave Kid,
Product_Title.Suave Kid.one_Purchased_Title,
Product_Title.Suave Kid.one_Purchased_Title.All by My,1
Product_Title.Suave Kid.one_Purchased_Title.Bananas  ,1
Product_Title.Suave Kid.one_Purchased_Title.Charming,1
Product_Title.Suave Kid.one_Purchased_Title.Noodle & ,1
Product_Title.Suave Kid.one_Purchased_Title.OxiClean ,1
Product_Title.Suave Kid.one_Purchased_Title.Qtips Cot,1
Product_Title.Suave Kid.one_Purchased_Title.Quaker Ch,1
Product_Title.Suave Kid.one_Purchased_Title.Sensible ,1
Product_Title.Suave Kid.one_Purchased_Title.Sparkle P,1
Product_Title.Suave Kid.one_Purchased_Title.Strawberr,1
Product_Title.Suave Kid.one_Purchased_Title.Suave Kid,1
Product_Title.Suave Kid.one_Purchased_Title.Toms of M,1
Product_Title.Suave Kid.three_Purchased_Title,
Product_Title.Suave Kid.three_Purchased_Title.Childrens,1
Product_Title.Suave Kid.three_Purchased_Title.Cinnamon ,1
Product_Title.Suave Kid.three_Purchased_Title.Clorox Di,1
Product_Title.Suave Kid.three_Purchased_Title.Colgate K,1
Product_Title.Suave Kid.three_Purchased_Title.Dial Anti,1
Product_Title.Suave Kid.three_Purchased_Title.Glad Zipp,1
Product_Title.Suave Kid.three_Purchased_Title.Last of t,1
Product_Title.Suave Kid.three_Purchased_Title.Mission  ,1
Product_Title.Suave Kid.three_Purchased_Title.Motts Med,1
Product_Title.Suave Kid.three_Purchased_Title.Neutrogen,1
Product_Title.Suave Kid.three_Purchased_Title.Quaker Ch,1
Product_Title.Suave Kid.three_Purchased_Title.Red Seedl,1
Product_Title.Suave Kid.three_Purchased_Title.The New B,1
Product_Title.Suave Kid.three_Purchased_Title.Wonderful,1
Product_Title.Suave Kid.three_Purchased_Title.nan,1
Product_Title.Suave Kid.two_Purchased_Title,
Product_Title.Suave Kid.two_Purchased_Title.Bananas  ,1
Product_Title.Suave Kid.two_Purchased_Title.Burts Bee,1
Product_Title.Suave Kid.two_Purchased_Title.Charming,1
Product_Title.Suave Kid.two_Purchased_Title.Dark Cany,1
Product_Title.Suave Kid.two_Purchased_Title.FritoLay ,1
Product_Title.Suave Kid.two_Purchased_Title.Heinz Tom,1
Product_Title.Suave Kid.two_Purchased_Title.Just Go t,1
Product_Title.Suave Kid.two_Purchased_Title.LOreal Ki,1
Product_Title.Suave Kid.two_Purchased_Title.Qtips Cot,1
Product_Title.Suave Kid.two_Purchased_Title.Strawberr,1
Product_Title.Suave Kid.two_Purchased_Title.Suave Kid,1
Product_Title.Suave Max,
Product_Title.Suave Max.one_Purchased_Title,
Product_Title.Suave Max.one_Purchased_Title.Bananas  ,1
Product_Title.Suave Max.three_Purchased_Title,
Product_Title.Suave Max.three_Purchased_Title.Hass Avoc,1
Product_Title.Suave Max.two_Purchased_Title,
Product_Title.Suave Max.two_Purchased_Title.Amys Pock,1
Product_Title.Suave Men,
Product_Title.Suave Men.one_Purchased_Title,
Product_Title.Suave Men.one_Purchased_Title.Angel Sof,1
Product_Title.Suave Men.one_Purchased_Title.Bananas  ,1
Product_Title.Suave Men.one_Purchased_Title.Heinz Tom,1
Product_Title.Suave Men.one_Purchased_Title.NIVEA Men,1
Product_Title.Suave Men.one_Purchased_Title.Ocean Spr,1
Product_Title.Suave Men.one_Purchased_Title.Progresso,1
Product_Title.Suave Men.one_Purchased_Title.Quilted N,1
Product_Title.Suave Men.one_Purchased_Title.Suave Men,1
Product_Title.Suave Men.three_Purchased_Title,
Product_Title.Suave Men.three_Purchased_Title.Dove Men ,1
Product_Title.Suave Men.three_Purchased_Title.Nivea for,1
Product_Title.Suave Men.three_Purchased_Title.Organic B,1
Product_Title.Suave Men.three_Purchased_Title.Organic L,1
Product_Title.Suave Men.three_Purchased_Title.Qtips Cot,1
Product_Title.Suave Men.three_Purchased_Title.Quaker Ch,1
Product_Title.Suave Men.three_Purchased_Title.Resolve C,1
Product_Title.Suave Men.two_Purchased_Title,
Product_Title.Suave Men.two_Purchased_Title.Amazon Br,1
Product_Title.Suave Men.two_Purchased_Title.Bananas  ,1
Product_Title.Suave Men.two_Purchased_Title.Clorox Di,1
Product_Title.Suave Men.two_Purchased_Title.Colgate E,1
Product_Title.Suave Men.two_Purchased_Title.Gillette ,1
Product_Title.Suave Men.two_Purchased_Title.Reynolds ,1
Product_Title.Suave Men.two_Purchased_Title.Sparkle P,1
Product_Title.Suave Men.two_Purchased_Title.Suave Ess,1
Product_Title.Suave Nat,
Product_Title.Suave Nat.one_Purchased_Title,
Product_Title.Suave Nat.one_Purchased_Title.Bananas  ,1
Product_Title.Suave Nat.three_Purchased_Title,
Product_Title.Suave Nat.three_Purchased_Title.Bagged Ha,1
Product_Title.Suave Nat.two_Purchased_Title,
Product_Title.Suave Nat.two_Purchased_Title.Suave Ess,1
Product_Title.Suave Non,
Product_Title.Suave Non.one_Purchased_Title,
Product_Title.Suave Non.one_Purchased_Title.Bananas  ,1
Product_Title.Suave Non.three_Purchased_Title,
Product_Title.Suave Non.three_Purchased_Title.Strawberr,1
Product_Title.Suave Non.two_Purchased_Title,
Product_Title.Suave Non.two_Purchased_Title.Mission  ,1
Product_Title.Suave Pro,
Product_Title.Suave Pro.one_Purchased_Title,
Product_Title.Suave Pro.one_Purchased_Title.Arnold Co,1
Product_Title.Suave Pro.one_Purchased_Title.Aveeno Ba,1
Product_Title.Suave Pro.one_Purchased_Title.Baxter of,1
Product_Title.Suave Pro.one_Purchased_Title.Catit Sty,1
Product_Title.Suave Pro.one_Purchased_Title.Celery  M,1
Product_Title.Suave Pro.one_Purchased_Title.Crest Com,1
Product_Title.Suave Pro.one_Purchased_Title.Degree Me,1
Product_Title.Suave Pro.one_Purchased_Title.DenTek Tr,1
Product_Title.Suave Pro.one_Purchased_Title.Dial Anti,1
Product_Title.Suave Pro.one_Purchased_Title.Funko Pop,1
Product_Title.Suave Pro.one_Purchased_Title.Glad Pres,1
Product_Title.Suave Pro.one_Purchased_Title.Gypsophil,1
Product_Title.Suave Pro.one_Purchased_Title.Heinz Tom,1
Product_Title.Suave Pro.one_Purchased_Title.Herbal Es,1
Product_Title.Suave Pro.one_Purchased_Title.John Frie,1
Product_Title.Suave Pro.one_Purchased_Title.LOreal Pa,1
Product_Title.Suave Pro.one_Purchased_Title.Lipton Bl,1
Product_Title.Suave Pro.one_Purchased_Title.Living th,1
Product_Title.Suave Pro.one_Purchased_Title.Maybellin,1
Product_Title.Suave Pro.one_Purchased_Title.Mr Clean ,1
Product_Title.Suave Pro.one_Purchased_Title.My Quotab,1
Product_Title.Suave Pro.one_Purchased_Title.Not Your ,1
Product_Title.Suave Pro.one_Purchased_Title.One X,1
Product_Title.Suave Pro.one_Purchased_Title.Pasta Ron,1
Product_Title.Suave Pro.one_Purchased_Title.Perrier L,1
Product_Title.Suave Pro.one_Purchased_Title.Peters Cr,1
Product_Title.Suave Pro.one_Purchased_Title.Primos Te,1
Product_Title.Suave Pro.one_Purchased_Title.Qtips Cot,1
Product_Title.Suave Pro.one_Purchased_Title.Stash Tea,1
